frequency,lambda_dist,link_id,RM_error,PWA_error,ConstM_error,ConstM_mape_sample,PWA_mape_sample,RM_mape_sample
140815627399.0,2.0,0,6.3796217661489e-07,0.00010685028042693458,4.509895797182951,1.5716265792768078,0.007649868053039664,0.0005911035625098142
140815627399.0,2.0,1,1.1126643521251947,1.1177351655990282,0.30775722593736415,0.9660724454396142,1.8410900175031186,1.8369090465240208
140815627399.0,2.0,2,,,,,,
140815627399.0,2.0,3,3.9629388237008224e-08,2.4037682577961452e-05,0.3107793886050165,1.9169210452171077,0.01685871307777207,0.0006845210462400974
140815627399.0,2.0,4,2.4820999800941997e-06,0.00028345972446445464,0.4731744635441288,0.7564006234048238,0.018513430889771622,0.0017324107279792524
140815627399.0,2.0,5,,,,,,
140815627399.0,2.0,6,0.0013231968508863332,0.0007343833582593893,2.311679391157626,1.7736971466557412,0.03161382756714369,0.04243536050839175
140815627399.0,2.0,7,2.1366431590401582e-07,0.000202344249743016,1.5757523503385442,1.0006702087915726,0.011339461275274547,0.00036847920788785467
140815627399.0,2.0,8,4.95501212565606e-07,1.2268615286627845e-06,4.598503458252447,1.710772365373599,0.0008836529706028576,0.0005615731414134887
140815627399.0,2.0,9,1.1343699079222362e-06,0.00015737301683958627,2.9839181929574945,2.1629124907277015,0.01570762873169636,0.001333591568683202
140815627399.0,2.0,10,2.42452637721663e-07,3.0077870918911543e-05,4.619388173867245,1.5484408064175819,0.003951171898454107,0.000354744634449151
140815627399.0,2.0,11,3.3201916079579165e-06,5.362645732014959e-06,2.8542709155025916,2.334323980320158,0.0031996545267691167,0.0025176485752127506
140815627399.0,2.0,12,5.155318692949333e-06,0.0016461089140406187,3.374392710541518,1.7882521400657263,0.03949664665401777,0.0022103380515104943
140815627399.0,2.0,13,6.990795759840481e-07,0.00022666658535554796,0.022895341841243397,0.11071458954999941,0.011016028208445588,0.000611779042336583
140815627399.0,2.0,14,1.7681741246786176e-05,0.0013975881549413661,2.2747672756025406,1.2867080956669954,0.0318934244796478,0.0035873525787636588
140815627399.0,2.0,15,0.0005640777588684327,0.0009125717051835889,2.951327425801975,2.348702266775487,0.04130025847487835,0.0324704837018066
140815627399.0,2.0,16,,,,,,
140815627399.0,2.0,17,,,,,,
140815627399.0,2.0,18,2.1171373923619524e-07,5.29381968021044e-05,2.25971375534501,1.4565817655683466,0.007050058591176216,0.00044584374243762106
140815627399.0,2.0,19,7.268202647776894e-10,3.4155513750075276e-09,0.845498721441971,0.9194937320545824,5.8441681972814854e-05,2.695912604880447e-05
140815627399.0,2.0,20,0.007483253841010553,0.007737954036593722,0.15036580475265535,0.5376649457863745,0.12196922211173525,0.11994507485068348
140815627399.0,2.0,21,1.6845494082914155e-05,0.00023218425806401593,5.026902776670976,1.664853261939022,0.011314675529677784,0.003047667580051111
140815627399.0,2.0,22,0.0005639756160639016,0.0004682971199741065,2.64557990501465,1.3744805004995124,0.0182868492536795,0.020068194662312626
140815627399.0,2.0,23,1.2128048359746162e-09,1.95255163305139e-06,1.5875063214431009,1.2599474306381413,0.0013973202635989945,3.4824922095879996e-05
140815627399.0,2.0,24,2.0039971231373973e-06,0.00016964799437344986,4.0694929323709434,1.535289872951001,0.00991276021195101,0.0010773796864227035
140815627399.0,2.0,25,2.146878402252429e-05,0.0003643767663614765,0.7409102919211129,0.6337050821871214,0.014053345226080876,0.003411207201007049
140815627399.0,2.0,26,1.8253126607392398e-06,9.771437517813195e-05,1.9247892857758246,1.1681623438456985,0.008323209685323721,0.0011375755241726398
140815627399.0,2.0,27,2.8877041987026504e-07,3.7137045300451094e-05,1.4349342464171797,0.9391829651007819,0.004777909068108312,0.0004213185283764996
140815627399.0,2.0,28,0.003681053491764923,0.005422127134731709,1.7550598048084645,1.1885465686005527,0.0660625131050899,0.05443225253753801
140815627399.0,2.0,29,0.00022631027911673132,0.0009388270438413086,3.1406225350716834,1.3978247672036594,0.024167829901142083,0.01186579934660083
140815627399.0,2.0,30,0.00030876222357400406,0.00039282173764241504,1.162236394578378,0.8501891646534316,0.015630255831474933,0.013857357146753858
140815627399.0,2.0,31,0.00024086310777806817,0.0035102653807877787,0.45203427575346034,0.542521788899083,0.047808099233867946,0.012523238296973032
140815627399.0,2.0,32,0.009755692125367758,0.009588482245466816,3.092801562213034,1.5181789302792836,0.0845321404712221,0.08526601670935917
140815627399.0,2.0,33,,,,,,
140815627399.0,2.0,34,0.00026047773802526244,0.00010774186694587153,0.596491484033171,0.9302475833934486,0.012502264278288325,0.019439349702253497
140815627399.0,2.0,35,0.03827297803118503,0.038088310766833396,2.3298235022672817,1.4346151248447745,0.18342973988447311,0.18387387233361466
140815627399.0,2.0,36,2.2352311189198024e-08,1.0942763511216544e-06,0.25664172737226865,1.2425070643674117,0.0025656578449472275,0.0003666877902335502
140815627399.0,2.0,37,1.4124029862931e-07,5.040975862916963e-06,3.2100182092836156,2.900786526338527,0.003635124841787895,0.0006084730325232717
140815627399.0,2.0,38,6.242696153057899e-07,4.108034856509077e-05,0.21213975262571064,0.7834463393187248,0.010902228660145489,0.001343953755610068
140815627399.0,2.0,39,25.734149152181494,25.785235354674313,37.38847235419353,0.9014605829749525,0.7486234572799184,0.7478814960297915
140815627399.0,2.0,40,,,,,,
140815627399.0,2.0,41,4.7097670745089937e-07,1.4621060677698757e-05,1.2788225416112535,2.04991038891479,0.006931371474563239,0.001244025978421997
140815627399.0,2.0,42,7.67064963637782e-07,0.0003087407068564577,4.591165067240498,1.3175859696234482,0.010804743340825604,0.000538559363622857
140815627399.0,5.0,0,1.8211309557639252e-06,0.0009546415584908978,4.292415256967132,1.617542906408438,0.024122655399189653,0.001053599444130665
140815627399.0,5.0,1,4.44423737610885,4.75718223426219,1.0330394203523918,1.0094345415330064,2.1661803336928385,2.093718730178226
140815627399.0,5.0,2,,,,,,
140815627399.0,5.0,3,2.325555570797114e-06,0.0013980105755124544,1.461041511661747,1.466211352487055,0.045354515134348704,0.0018498165511566516
140815627399.0,5.0,4,9.67169242672132e-07,0.0026628169217111928,0.45012248308019837,0.6487116253543824,0.049894994827845665,0.0009509059531729361
140815627399.0,5.0,5,,,,,,
140815627399.0,5.0,6,0.0013081985175681802,0.0035780093965529346,3.4478901721249313,1.3883580733519434,0.044724502331653156,0.02704341947553034
140815627399.0,5.0,7,1.8137395205644398e-06,0.0007525557913400637,0.35111903637720376,1.0664397142657698,0.0493717445179808,0.0024237988772970813
140815627399.0,5.0,8,2.2247800889301676e-06,5.818503136547558e-05,3.1896543317132546,4.117392690903806,0.01758555646721912,0.0034386979013738437
140815627399.0,5.0,9,1.4722983740586608e-05,0.0053445670561504425,1.5160114203645478,1.3007805147600575,0.07723409311928867,0.0040536915765150274
140815627399.0,5.0,10,5.445670977540497e-06,0.00402413230567929,4.305955970189583,1.6602027231544751,0.05075308608617739,0.001867033147753493
140815627399.0,5.0,11,0.0002292981017123729,0.0009911823796172213,1.6875331466958934,1.3202837425582352,0.03199763691356918,0.01539009672194135
140815627399.0,5.0,12,4.201605185534318e-06,0.09879682729950896,0.15313567182724558,0.4407872920974102,0.35404819147108046,0.0023088647931089855
140815627399.0,5.0,13,6.109867147918558e-06,0.0027356069980955366,8.445017343578352,2.0729622344475795,0.03730937468719419,0.0017632220194782869
140815627399.0,5.0,14,0.0001545939613655567,0.008432404699174863,2.830071945908097,2.247543611683007,0.12268320421452256,0.016611377673147208
