frequency,lambda_dist,link_id,RM_error,PWA_error,ConstM_error,ConstM_mape_sample,PWA_mape_sample,RM_mape_sample
27820929823.0,2.0,0,9.262769956733627e-07,2.72664747189223e-06,0.8875869677645831,3.7534940716403984,0.006578771034611733,0.0038344291269898087
27820929823.0,2.0,1,0.021252209387385805,0.021507468349492447,6.425147636633522,2.65190360637642,0.15343019058172896,0.15251698847995504
27820929823.0,2.0,2,3.04774921398324,3.048036695438337,3.4176205533096344,3.063850060293832,2.8934480014939807,2.8933115477141773
27820929823.0,2.0,3,8.280979696760749e-06,1.511153407254541e-05,3.006929823125655,1.5955359173456658,0.003576837550527099,0.002647803785824401
27820929823.0,2.0,4,1.439952043427514e-05,1.3290491167974834e-05,3.8971504672096975,1.710806638425153,0.003159350834012722,0.00328852656135653
27820929823.0,2.0,5,2.16356395012949e-05,2.0736148597495392e-05,1.7255287287486893,1.5628447984229985,0.005417748027113088,0.005534005962244399
27820929823.0,2.0,6,0.00020945195776310034,0.00017258470147866412,1.5383511697497454,1.8113755051469356,0.01918588757893974,0.021136007752820082
27820929823.0,2.0,7,0.008927780918015158,0.008718571530030026,0.9125263073856118,2.4982412817612567,0.24419364144778033,0.24710608831485545
27820929823.0,2.0,8,3.233427195867812e-05,3.2374104138635654e-05,0.09775678722743895,0.9704763556299181,0.01766080024893716,0.01764993223100316
27820929823.0,2.0,9,4.733544813333251e-06,1.8243815699562255e-05,0.5019629570398116,0.9723069492722874,0.005861724372702708,0.0029858006052637196
27820929823.0,2.0,10,0.00048192468615817195,0.0005003990574376941,0.409755303115047,1.6969902558890178,0.05930281357406469,0.05819781018623166
27820929823.0,2.0,11,0.00015966492304044045,0.00016420537013785247,2.4442893521371203,1.3406985123532027,0.01098875517493467,0.010835764995210332
27820929823.0,2.0,12,0.009019324191294444,0.008773274009176206,2.370692719011595,2.253385446535922,0.13708145295162222,0.13899041476864699
27820929823.0,2.0,13,7.902573684679533e-07,8.073216816279952e-06,0.6461812234964724,0.6589721125046404,0.002329234299260764,0.0007287425796115782
27820929823.0,2.0,14,1.8044582730810926e-06,2.4034365589143797e-06,0.001435009631971284,0.07846677160103836,0.003211254367974124,0.00278247837905323
27820929823.0,2.0,15,1.314131134833349e-06,2.083085765231285e-06,0.848236544762273,1.0120281335794838,0.0015859433551300688,0.00125966031833636
27820929823.0,2.0,16,2.6208304350168627e-06,2.0861687172780666e-05,0.17650305243066147,0.562045450262318,0.006110405623441331,0.0021657822400581446
27820929823.0,2.0,17,3.598176063819553e-05,4.7433046068290456e-05,3.7870507036110066,1.9448662436585629,0.006883030376326644,0.005994878474295462
27820929823.0,2.0,18,6.676869538002349e-06,1.0278778272680689e-05,6.185002999757569,1.4792576993128614,0.0019069733772096407,0.0015369520775347166
27820929823.0,2.0,19,0.00027597794195702546,0.00026078600695184664,0.5229929796500865,0.8124985683596296,0.01814332236906979,0.018664306626661218
27820929823.0,2.0,20,1.4420447179122632e-06,6.32141567376409e-06,0.5042318883284406,0.7993393832886952,0.002830239786054685,0.0013517781471139244
27820929823.0,2.0,21,7.977846929989122e-06,2.0525744412342055e-05,4.9420152570127485,1.5984394721383781,0.0032575689216362215,0.002030892820448278
27820929823.0,2.0,22,0.0013337516666254215,0.0013040005624524048,3.03216489425851,1.7424186955603551,0.036133913784176,0.03654379131615458
27820929823.0,2.0,23,0.17685985188872655,0.18084771684756298,1.7484827552611923,1.0991863687492978,0.35350631177561465,0.34958700926667724
27820929823.0,2.0,24,1.2511105984958625e-05,2.5664488384362557e-05,0.5754048073808753,1.2298101122561182,0.008213298791702761,0.00573454768376842
27820929823.0,2.0,25,7.680902783450184e-05,0.00010873278611122217,2.346055490057387,1.6835869275740931,0.011461637349083247,0.009633243521721863
27820929823.0,2.0,26,2.3652509677890503e-06,6.075689604326148e-06,0.1907801923231514,0.37489629842556227,0.00211564258648663,0.001320027946133543
27820929823.0,2.0,27,0.16748651006080115,0.16749079804875808,0.27824863938932143,0.5750810502724653,0.4461778521181849,0.44617214070739664
27820929823.0,2.0,28,0.03344909618751847,0.03308415168022463,0.1928149918289131,0.5272094592452536,0.2183849955701268,0.21958617227072327
27820929823.0,2.0,29,1.7386690591934105e-06,2.4494068412797525e-06,0.8981956242292528,1.95773300886684,0.0032329460636875726,0.0027238077971289284
27820929823.0,2.0,30,0.0001359914523140449,7.893453433585261e-05,1.6794940959785578,1.5163517681131247,0.010395472811348446,0.013644779667260479
27820929823.0,2.0,31,7.224973598682416e-06,0.00021565814945402357,0.7741689854428428,0.7966306761510539,0.01329603282699488,0.0024336452608934105
27820929823.0,2.0,32,5.7767068141722666e-08,1.522391488335796e-07,0.10424051985838417,0.3892623670932479,0.0004704216583088691,0.0002897772576599469
27820929823.0,2.0,33,5.512174784339419e-05,5.298771873911554e-05,0.17816611319138015,0.908640140156588,0.015669927123273874,0.01598235803731627
27820929823.0,2.0,34,0.0022031464414073933,0.0021902160896402727,0.37713762570919895,0.5457345791385512,0.041588669230095555,0.041711251831280244
27820929823.0,2.0,35,0.008508386232166156,0.008504785733567896,2.8743109350994733,2.3361208561491105,0.12707500089344093,0.1271018966297367
27820929823.0,2.0,36,0.0976445190508608,0.09772369931051815,4.9761952632819,2.762950217523693,0.3871901518608138,0.3870332603923689
27820929823.0,2.0,37,0.21744173253118362,0.21847466534032456,2.113483725613957,1.3903292125116418,0.4470115403360109,0.44595356883283827
27820929823.0,2.0,38,1.9472164425666685e-05,1.839410149899691e-05,0.304783592055066,0.5256292922475045,0.004083410651426454,0.0042013695360106984
27820929823.0,2.0,39,54.688519499541194,54.71160008219678,57.5156095595965,1.1345517513989047,1.106550287228562,1.1063168584908873
27820929823.0,2.0,40,0.0002731462879843525,0.00027078871000791167,0.6317056976591218,0.9580582667326983,0.01983580372314878,0.01992196519553207
27820929823.0,2.0,41,2.479620764150953e-07,3.6327348074986243e-06,4.85108789323272,1.6760442936117408,0.0014503832235231693,0.00037892961821793476
27820929823.0,2.0,42,0.001025190035656039,0.001091291130402432,0.12123593682314064,0.37276323498715014,0.03536614298259419,0.03427832356324507
27820929823.0,5.0,0,2.6337972254993357e-06,3.333422123680497e-05,0.03440636875658247,0.21256342480294096,0.006616286085705861,0.0018597744923059987
27820929823.0,5.0,1,0.08465868188443336,0.0843758162775519,4.698397377174488,3.8032133372275014,0.5096649974960806,0.5105185955969277
27820929823.0,5.0,2,3.19176297578615,3.189273531259645,0.4499480830794524,1.156501932262934,3.0790096073933975,3.080211061008888
27820929823.0,5.0,3,2.235899626704165e-05,0.000279129002154559,2.4053049679147724,1.1818031930686785,0.012731001415685084,0.003603182309864328
27820929823.0,5.0,4,1.1939811618909567e-05,0.00014184798532145842,0.34589997380091014,0.5269779641690452,0.010671581285017356,0.0030961067639691336
27820929823.0,5.0,5,3.5854431200086514e-05,4.53774597034654e-05,0.7165601327673267,1.1320154986580093,0.009008368472368682,0.008007509649067142
27820929823.0,5.0,6,0.00017521936367960277,0.00020507647475866362,3.280158237623841,3.6413072772113253,0.02879173611878657,0.02661343796554948
27820929823.0,5.0,7,0.006484904774109265,0.00524473946698097,0.8960356248537983,0.9076973582185383,0.06944490574234974,0.07722007776562886
27820929823.0,5.0,8,0.001024187874974188,0.0010363376163448072,0.02461221047515551,0.30001763260000913,0.061563329663104537,0.06120138981760782
27820929823.0,5.0,9,1.2763592601336401e-05,0.00013093274428678232,0.01093749733123228,0.08757224324160971,0.009581458655804205,0.0029915341261446808
27820929823.0,5.0,10,0.0006811123952876752,0.00020479822519825434,0.34257347237733504,0.4428232882314938,0.010827213034208229,0.01974526558283926
27820929823.0,5.0,11,1.719189535912342e-05,3.1756143928850594e-05,1.0894653431827084,1.0234936719723364,0.005525764003006027,0.004065746826154005
27820929823.0,5.0,12,0.005799662223225476,0.02479023099327936,0.09180535611495459,0.25396275651193795,0.13197033198870914,0.06383184137097887
27820929823.0,5.0,13,5.4216286206294115e-06,8.205994965341634e-05,2.797818214592907,1.3325620200644575,0.007216777363170214,0.0018549942472531244
27820929823.0,5.0,14,2.5925695017822766e-06,0.0011040586498985922,1.6230765675533416,0.9562222058151092,0.024939365106718934,0.0012085219000876858
27820929823.0,5.0,15,5.817140126665717e-06,8.610967752604046e-05,0.19590409793449928,0.5896408156344075,0.012362085965713473,0.0032130726149834613
27820929823.0,5.0,16,3.951766025647185e-05,2.8782446609849126e-05,1.4207806153937272,1.3849395468545236,0.006233488448402575,0.0073040361957901765
27820929823.0,5.0,17,0.00018707674924810537,0.0003223044729036503,1.6234685745138788,1.7164458258977642,0.02418473449554362,0.018425448375918575
27820929823.0,5.0,18,1.4640020925445249e-05,8.06481788140407e-05,3.947464505943041,1.1489641616638675,0.005193314790079726,0.002212677982274607
27820929823.0,5.0,19,0.00034743439446358336,0.0002494659945961345,1.3742614856711008,1.8207920566481999,0.024531908685091565,0.02895089985949235
27820929823.0,5.0,20,5.726310509877066e-07,0.0003962691760496966,1.6451040981550988,1.785763285251767,0.027715476113974787,0.0010535730296840676
27820929823.0,5.0,21,2.2169451067958093e-06,1.2446850920597516e-05,0.31526185648688726,1.198471018897577,0.007530461042694753,0.003178112687414567
27820929823.0,5.0,22,0.0007102717583340463,0.0008483441780344857,0.4723645195085606,0.8179893827245838,0.0346653088545692,0.03171913281579792
27820929823.0,5.0,23,0.43079636912223923,0.4150566951188561,1.4426466338216581,0.8362396869563152,0.4485434336371697,0.45696907293484784
27820929823.0,5.0,24,2.036400636807221e-05,8.31086157586703e-05,0.7542384685161032,0.6479765728844958,0.006801864709499037,0.003366949302875881
27820929823.0,5.0,25,0.0004105643663435372,0.00016262765069937694,0.2158594790403543,0.9488537615935354,0.02604419362709392,0.04138132077949437
27820929823.0,5.0,26,2.7416573613281622e-05,7.766339797750098e-06,2.3398431608221375,1.8222407257220694,0.0033198661084361796,0.0062376207171971456
27820929823.0,5.0,27,0.012514496186864493,0.012791032645675316,1.2904731402584515,5.127765800610892,0.5105126411161575,0.5049639586724802
27820929823.0,5.0,28,0.03897857045858021,0.042804525478958695,5.521268128640422,2.011016875488366,0.17706843112881634,0.16896986205856818
27820929823.0,5.0,29,6.702846315064829e-06,0.0007766592034440216,0.06141240719858555,0.18737955971248635,0.02107217674021478,0.0019575992260723474
27820929823.0,5.0,30,0.0002555308228988463,0.0016131983467747547,5.5966538031702955,1.308374018824842,0.02221322287065987,0.008840754619854209
27820929823.0,5.0,31,5.0529068437460916e-05,0.0007350768819458187,2.718239505591712,1.7506518880974546,0.028788717545296664,0.007547907727155721
27820929823.0,5.0,32,2.5689167991055515e-07,1.731069451953934e-06,0.6261475286287599,0.6356239921217923,0.0010568642134545184,0.00040713361895644204
27820929823.0,5.0,33,1.376571155342695e-05,1.219928839882146e-06,0.8530099415374043,0.8050735332336548,0.0009627771009334533,0.003234132700948151
27820929823.0,5.0,34,0.0023575670356470496,0.002411430181082917,0.9032656489458853,0.8364601629906626,0.043219014641362685,0.04273360587053428
27820929823.0,5.0,35,0.0007366734085852871,0.000810079219243927,3.591214500833117,1.665522585551606,0.025014602101428942,0.023854336985738665
27820929823.0,5.0,36,0.2327699205057006,0.23457614624029297,6.389483825838378,1.5247920155531316,0.29215925281927196,0.2910322726752992
27820929823.0,5.0,37,0.23176072899913738,0.2484992962351203,2.0803712288344256,0.9829184315633488,0.33971102450077073,0.32807035128527257
27820929823.0,5.0,38,6.3233697160450945e-06,0.0001867177145455092,3.267437040839468,1.7790390634367748,0.013448524289021274,0.002474891463692953
27820929823.0,5.0,39,158.89504133682027,159.04615469623366,152.85159168404843,0.98781514611867,1.0076327742030415,1.007153973067997
27820929823.0,5.0,40,1.4706234456975259e-05,1.566624597333603e-05,0.06575707811776849,0.2932892885459096,0.004526967940968245,0.0043860713390160054
27820929823.0,5.0,41,2.6823611126940926e-06,0.0001076871005307858,0.12449823558629258,0.31141949668245944,0.009158957463635807,0.0014455157311308946
27820929823.0,5.0,42,0.0013048799117266776,0.0020917217956971834,3.966842408046857,2.2614346547427244,0.05192942696844238,0.0410153896784178
27820929823.0,10.0,0,9.902712200932394e-06,0.002500965103042419,2.121172792549884,1.085663755152738,0.03727873194017093,0.0023457644157019652
27820929823.0,10.0,1,3.2710518534873456,3.334407553251689,15.797140631132162,1.0402871272471153,0.47793993788875877,0.4733775925346687
27820929823.0,10.0,2,2.9729720906559196,2.9722284353124917,0.5583878547938144,1.3502958104258729,3.115315463074073,3.115705166649604
27820929823.0,10.0,3,0.00013042749299344285,0.0025950971915080618,2.2163171096042515,1.6717220861016322,0.05720380855009803,0.012824271503924817
27820929823.0,10.0,4,1.8775747202660035e-05,0.005684143792986677,0.7807338119825992,0.762609790732476,0.06507039011730817,0.0037398096438490897
27820929823.0,10.0,5,0.00017106157665350755,0.00041567042554419833,0.7049660151024089,1.113465777432036,0.02703755064538241,0.01734478888756931
27820929823.0,10.0,6,0.0004398564837495653,0.0007944855165115064,0.26393306470191114,0.37765013558696653,0.020719808483107862,0.01541694218206583
27820929823.0,10.0,7,0.004700790241934067,0.006083745895090589,1.8243295114312006,1.0982967990081556,0.06342399718042102,0.055751109200630054
27820929823.0,10.0,8,5.7663765330341575e-05,0.0001844666579770165,0.19236473220442385,1.5815123908449635,0.04897436487730588,0.02738176075434151
27820929823.0,10.0,9,2.388014727154299e-05,0.009810497983814724,0.002699934768665788,0.0422499919046293,0.08053701346090071,0.003973456791016316
27820929823.0,10.0,10,0.0005211348864175334,0.0006645740412073623,4.31566787329383,1.5457291018134014,0.019181433606681248,0.01698573912923174
27820929823.0,10.0,11,0.004090658172146947,0.006037786199320591,0.17550167184758259,0.37743405317046674,0.07000665339594858,0.05762315681844021
27820929823.0,10.0,12,0.0009304475350600624,0.006355322493762067,0.12654142800722235,0.39580049914526966,0.08870105159120094,0.03393953726794045
27820929823.0,10.0,13,7.1777986549216325e-06,0.002064543586708021,2.9212797250856677,1.3206999520020144,0.03510990204993773,0.0020702043921989217
27820929823.0,10.0,14,4.814746131324988e-05,0.004365179935818934,2.4025480383648423,1.397185972102683,0.05955514025622974,0.006254676798241364
27820929823.0,10.0,15,6.381773319988319e-05,0.003587562777857877,4.255649105096787,2.3232187940161078,0.06745388397674011,0.00899658926854494
27820929823.0,10.0,16,0.00052380988973482,0.005255416166463259,2.2967409535102083,1.297001907505296,0.06204233922123811,0.01958715925896607
27820929823.0,10.0,17,0.00030539111416019434,0.0035890374632886915,3.3321834446678134,2.355193602197087,0.07729495658068937,0.022547082812789512
27820929823.0,10.0,18,0.00010579837124175184,0.004638244639931634,1.6927513447302591,0.7553071117735864,0.03953700939148203,0.00597126686767236
27820929823.0,10.0,19,6.0258597773211794e-05,0.0006584808580240964,2.5216873772959856,1.43065113387669,0.023118502456357205,0.006993549156642788
27820929823.0,10.0,20,1.7049620270455528e-05,0.004569553473482217,1.2162725140740092,1.0982757622520423,0.0673182527034095,0.00411200191729631
